"category","hist_proj","year","use_cat","fund_type","amount"
"NonDurable_Medical_Products","Historical",1996,"Y","other_health_insurance",0
"NonDurable_Medical_Products","Historical",1997,"Y","other_health_insurance",0
"NonDurable_Medical_Products","Historical",1998,"Y","other_health_insurance",0
"NonDurable_Medical_Products","Historical",1999,"Y","other_health_insurance",0
"NonDurable_Medical_Products","Historical",2000,"Y","other_health_insurance",0
"NonDurable_Medical_Products","Historical",2001,"Y","other_health_insurance",0
"NonDurable_Medical_Products","Historical",2002,"Y","other_health_insurance",0
"NonDurable_Medical_Products","Historical",2003,"Y","other_health_insurance",0
"NonDurable_Medical_Products","Historical",2004,"Y","other_health_insurance",0
"NonDurable_Medical_Products","Historical",2005,"Y","other_health_insurance",0
"NonDurable_Medical_Products","Historical",2006,"Y","other_health_insurance",0
"NonDurable_Medical_Products","Historical",2007,"Y","other_health_insurance",0
"NonDurable_Medical_Products","Historical",2008,"Y","other_health_insurance",0
"NonDurable_Medical_Products","Historical",2009,"Y","other_health_insurance",0
"NonDurable_Medical_Products","Historical",2010,"Y","other_health_insurance",0
"NonDurable_Medical_Products","Historical",2011,"Y","other_health_insurance",0
"NonDurable_Medical_Products","Historical",2012,"Y","other_health_insurance",0
"NonDurable_Medical_Products","Historical",2013,"Y","other_health_insurance",0
"NonDurable_Medical_Products","Historical",2014,"Y","other_health_insurance",0
"NonDurable_Medical_Products","Historical",2015,"Y","other_health_insurance",0
"NonDurable_Medical_Products","Historical",2016,"Y","other_health_insurance",0
"NonDurable_Medical_Products","Projected",2017,"Y","other_health_insurance",0
"NonDurable_Medical_Products","Projected",2018,"Y","other_health_insurance",0
"NonDurable_Medical_Products","Projected",2019,"Y","other_health_insurance",0
"NonDurable_Medical_Products","Projected",2020,"Y","other_health_insurance",0
"NonDurable_Medical_Products","Projected",2021,"Y","other_health_insurance",0
"NonDurable_Medical_Products","Projected",2022,"Y","other_health_insurance",0
"NonDurable_Medical_Products","Projected",2023,"Y","other_health_insurance",0
"NonDurable_Medical_Products","Projected",2024,"Y","other_health_insurance",0
"NonDurable_Medical_Products","Projected",2025,"Y","other_health_insurance",0
"NonDurable_Medical_Products","Projected",2026,"Y","other_health_insurance",0
"Prescription_Drug","Historical",1960,"Y","other_health_insurance",4
"Prescription_Drug","Historical",1961,"Y","other_health_insurance",4
"Prescription_Drug","Historical",1962,"Y","other_health_insurance",4
"Prescription_Drug","Historical",1963,"Y","other_health_insurance",4
"Prescription_Drug","Historical",1964,"Y","other_health_insurance",4
"Prescription_Drug","Historical",1965,"Y","other_health_insurance",3
"Prescription_Drug","Historical",1966,"Y","other_health_insurance",3
"Prescription_Drug","Historical",1967,"Y","other_health_insurance",3
"Prescription_Drug","Historical",1968,"Y","other_health_insurance",4
"Prescription_Drug","Historical",1969,"Y","other_health_insurance",5
"Prescription_Drug","Historical",1970,"Y","other_health_insurance",6
"Prescription_Drug","Historical",1971,"Y","other_health_insurance",8
"Prescription_Drug","Historical",1972,"Y","other_health_insurance",10
"Prescription_Drug","Historical",1973,"Y","other_health_insurance",11
"Prescription_Drug","Historical",1974,"Y","other_health_insurance",13
"Prescription_Drug","Historical",1975,"Y","other_health_insurance",18
"Prescription_Drug","Historical",1976,"Y","other_health_insurance",21
"Prescription_Drug","Historical",1977,"Y","other_health_insurance",22
"Prescription_Drug","Historical",1978,"Y","other_health_insurance",23
"Prescription_Drug","Historical",1979,"Y","other_health_insurance",24
"Prescription_Drug","Historical",1980,"Y","other_health_insurance",24
"Prescription_Drug","Historical",1981,"Y","other_health_insurance",26
"Prescription_Drug","Historical",1982,"Y","other_health_insurance",32
"Prescription_Drug","Historical",1983,"Y","other_health_insurance",34
"Prescription_Drug","Historical",1984,"Y","other_health_insurance",39
"Prescription_Drug","Historical",1985,"Y","other_health_insurance",44
"Prescription_Drug","Historical",1986,"Y","other_health_insurance",48
"Prescription_Drug","Historical",1987,"Y","other_health_insurance",54
"Prescription_Drug","Historical",1988,"Y","other_health_insurance",67
"Prescription_Drug","Historical",1989,"Y","other_health_insurance",75
"Prescription_Drug","Historical",1990,"Y","other_health_insurance",94
"Prescription_Drug","Historical",1991,"Y","other_health_insurance",108
"Prescription_Drug","Historical",1992,"Y","other_health_insurance",125
"Prescription_Drug","Historical",1993,"Y","other_health_insurance",158
"Prescription_Drug","Historical",1994,"Y","other_health_insurance",206
"Prescription_Drug","Historical",1995,"Y","other_health_insurance",299
"Prescription_Drug","Historical",1996,"Y","other_health_insurance",482
"Prescription_Drug","Historical",1997,"Y","other_health_insurance",717
"Prescription_Drug","Historical",1998,"Y","other_health_insurance",1013
"Prescription_Drug","Historical",1999,"Y","other_health_insurance",1510
"Prescription_Drug","Historical",2000,"Y","other_health_insurance",2117
"Prescription_Drug","Historical",2001,"Y","other_health_insurance",2940
"Prescription_Drug","Historical",2002,"Y","other_health_insurance",4251
"Prescription_Drug","Historical",2003,"Y","other_health_insurance",5901
"Prescription_Drug","Historical",2004,"Y","other_health_insurance",6686
"Prescription_Drug","Historical",2005,"Y","other_health_insurance",7386
"Prescription_Drug","Historical",2006,"Y","other_health_insurance",8156
"Prescription_Drug","Historical",2007,"Y","other_health_insurance",8599
"Prescription_Drug","Historical",2008,"Y","other_health_insurance",8656
"Prescription_Drug","Historical",2009,"Y","other_health_insurance",9143
"Prescription_Drug","Historical",2010,"Y","other_health_insurance",9096
"Prescription_Drug","Historical",2011,"Y","other_health_insurance",9394
"Prescription_Drug","Historical",2012,"Y","other_health_insurance",9508
"Prescription_Drug","Historical",2013,"Y","other_health_insurance",9168
"Prescription_Drug","Historical",2014,"Y","other_health_insurance",10234
"Prescription_Drug","Historical",2015,"Y","other_health_insurance",11142
"Prescription_Drug","Historical",2016,"Y","other_health_insurance",10226
"Prescription_Drug","Projected",2017,"Y","other_health_insurance",10630
"Prescription_Drug","Projected",2018,"Y","other_health_insurance",11036
"Prescription_Drug","Projected",2019,"Y","other_health_insurance",11470
"Prescription_Drug","Projected",2020,"Y","other_health_insurance",11802
"Prescription_Drug","Projected",2021,"Y","other_health_insurance",12176
"Prescription_Drug","Projected",2022,"Y","other_health_insurance",12662
"Prescription_Drug","Projected",2023,"Y","other_health_insurance",13129
"Prescription_Drug","Projected",2024,"Y","other_health_insurance",13612
"Prescription_Drug","Projected",2025,"Y","other_health_insurance",14110
"Prescription_Drug","Projected",2026,"Y","other_health_insurance",14623
"Durable_Medical_Equipment","Historical",1960,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1961,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1962,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1963,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1964,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1965,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1966,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1967,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1968,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1969,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1970,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1971,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1972,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1973,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1974,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1975,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1976,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1977,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1978,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1979,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1980,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1981,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1982,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1983,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1984,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1985,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1986,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1987,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1988,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1989,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1990,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1991,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1992,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1993,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1994,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1995,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1996,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1997,"Y","other_health_insurance",0
"Durable_Medical_Equipment","Historical",1998,"Y","other_health_insurance",4
"Durable_Medical_Equipment","Historical",1999,"Y","other_health_insurance",30
"Durable_Medical_Equipment","Historical",2000,"Y","other_health_insurance",43
"Durable_Medical_Equipment","Historical",2001,"Y","other_health_insurance",44
"Durable_Medical_Equipment","Historical",2002,"Y","other_health_insurance",73
"Durable_Medical_Equipment","Historical",2003,"Y","other_health_insurance",64
"Durable_Medical_Equipment","Historical",2004,"Y","other_health_insurance",58
"Durable_Medical_Equipment","Historical",2005,"Y","other_health_insurance",65
"Durable_Medical_Equipment","Historical",2006,"Y","other_health_insurance",62
"Durable_Medical_Equipment","Historical",2007,"Y","other_health_insurance",86
"Durable_Medical_Equipment","Historical",2008,"Y","other_health_insurance",85
"Durable_Medical_Equipment","Historical",2009,"Y","other_health_insurance",76
"Durable_Medical_Equipment","Historical",2010,"Y","other_health_insurance",88
"Durable_Medical_Equipment","Historical",2011,"Y","other_health_insurance",104
"Durable_Medical_Equipment","Historical",2012,"Y","other_health_insurance",119
"Durable_Medical_Equipment","Historical",2013,"Y","other_health_insurance",133
"Durable_Medical_Equipment","Historical",2014,"Y","other_health_insurance",124
"Durable_Medical_Equipment","Historical",2015,"Y","other_health_insurance",136
"Durable_Medical_Equipment","Historical",2016,"Y","other_health_insurance",174
"Durable_Medical_Equipment","Projected",2017,"Y","other_health_insurance",189
"Durable_Medical_Equipment","Projected",2018,"Y","other_health_insurance",201
"Durable_Medical_Equipment","Projected",2019,"Y","other_health_insurance",212
"Durable_Medical_Equipment","Projected",2020,"Y","other_health_insurance",219
"Durable_Medical_Equipment","Projected",2021,"Y","other_health_insurance",226
"Durable_Medical_Equipment","Projected",2022,"Y","other_health_insurance",236
"Durable_Medical_Equipment","Projected",2023,"Y","other_health_insurance",248
"Durable_Medical_Equipment","Projected",2024,"Y","other_health_insurance",261
"Durable_Medical_Equipment","Projected",2025,"Y","other_health_insurance",274
"Durable_Medical_Equipment","Projected",2026,"Y","other_health_insurance",288
"Nursing_Home_Care","Historical",1960,"Y","other_health_insurance",0
"Nursing_Home_Care","Historical",1961,"Y","other_health_insurance",0
"Nursing_Home_Care","Historical",1962,"Y","other_health_insurance",0
"Nursing_Home_Care","Historical",1963,"Y","other_health_insurance",0
"Nursing_Home_Care","Historical",1964,"Y","other_health_insurance",0
"Nursing_Home_Care","Historical",1965,"Y","other_health_insurance",7
"Nursing_Home_Care","Historical",1966,"Y","other_health_insurance",19
"Nursing_Home_Care","Historical",1967,"Y","other_health_insurance",31
"Nursing_Home_Care","Historical",1968,"Y","other_health_insurance",36
"Nursing_Home_Care","Historical",1969,"Y","other_health_insurance",44
"Nursing_Home_Care","Historical",1970,"Y","other_health_insurance",59
"Nursing_Home_Care","Historical",1971,"Y","other_health_insurance",84
"Nursing_Home_Care","Historical",1972,"Y","other_health_insurance",100
"Nursing_Home_Care","Historical",1973,"Y","other_health_insurance",122
"Nursing_Home_Care","Historical",1974,"Y","other_health_insurance",142
"Nursing_Home_Care","Historical",1975,"Y","other_health_insurance",176
"Nursing_Home_Care","Historical",1976,"Y","other_health_insurance",227
"Nursing_Home_Care","Historical",1977,"Y","other_health_insurance",228
"Nursing_Home_Care","Historical",1978,"Y","other_health_insurance",287
"Nursing_Home_Care","Historical",1979,"Y","other_health_insurance",310
"Nursing_Home_Care","Historical",1980,"Y","other_health_insurance",364
"Nursing_Home_Care","Historical",1981,"Y","other_health_insurance",412
"Nursing_Home_Care","Historical",1982,"Y","other_health_insurance",483
"Nursing_Home_Care","Historical",1983,"Y","other_health_insurance",554
"Nursing_Home_Care","Historical",1984,"Y","other_health_insurance",656
"Nursing_Home_Care","Historical",1985,"Y","other_health_insurance",724
"Nursing_Home_Care","Historical",1986,"Y","other_health_insurance",811
"Nursing_Home_Care","Historical",1987,"Y","other_health_insurance",874
"Nursing_Home_Care","Historical",1988,"Y","other_health_insurance",918
"Nursing_Home_Care","Historical",1989,"Y","other_health_insurance",926
"Nursing_Home_Care","Historical",1990,"Y","other_health_insurance",997
"Nursing_Home_Care","Historical",1991,"Y","other_health_insurance",1114
"Nursing_Home_Care","Historical",1992,"Y","other_health_insurance",1204
"Nursing_Home_Care","Historical",1993,"Y","other_health_insurance",1346
"Nursing_Home_Care","Historical",1994,"Y","other_health_insurance",1481
"Nursing_Home_Care","Historical",1995,"Y","other_health_insurance",1531
"Nursing_Home_Care","Historical",1996,"Y","other_health_insurance",1613
"Nursing_Home_Care","Historical",1997,"Y","other_health_insurance",1616
"Nursing_Home_Care","Historical",1998,"Y","other_health_insurance",1688
"Nursing_Home_Care","Historical",1999,"Y","other_health_insurance",1780
"Nursing_Home_Care","Historical",2000,"Y","other_health_insurance",1886
"Nursing_Home_Care","Historical",2001,"Y","other_health_insurance",2054
"Nursing_Home_Care","Historical",2002,"Y","other_health_insurance",2194
"Nursing_Home_Care","Historical",2003,"Y","other_health_insurance",2539
"Nursing_Home_Care","Historical",2004,"Y","other_health_insurance",2665
"Nursing_Home_Care","Historical",2005,"Y","other_health_insurance",2779
"Nursing_Home_Care","Historical",2006,"Y","other_health_insurance",2817
"Nursing_Home_Care","Historical",2007,"Y","other_health_insurance",3290
"Nursing_Home_Care","Historical",2008,"Y","other_health_insurance",3650
"Nursing_Home_Care","Historical",2009,"Y","other_health_insurance",3907
"Nursing_Home_Care","Historical",2010,"Y","other_health_insurance",4052
"Nursing_Home_Care","Historical",2011,"Y","other_health_insurance",4314
"Nursing_Home_Care","Historical",2012,"Y","other_health_insurance",4402
"Nursing_Home_Care","Historical",2013,"Y","other_health_insurance",4501
"Nursing_Home_Care","Historical",2014,"Y","other_health_insurance",4740
"Nursing_Home_Care","Historical",2015,"Y","other_health_insurance",4996
"Nursing_Home_Care","Historical",2016,"Y","other_health_insurance",5055
"Nursing_Home_Care","Projected",2017,"Y","other_health_insurance",5358
"Nursing_Home_Care","Projected",2018,"Y","other_health_insurance",5675
"Nursing_Home_Care","Projected",2019,"Y","other_health_insurance",5852
"Nursing_Home_Care","Projected",2020,"Y","other_health_insurance",6059
"Nursing_Home_Care","Projected",2021,"Y","other_health_insurance",6326
"Nursing_Home_Care","Projected",2022,"Y","other_health_insurance",6546
"Nursing_Home_Care","Projected",2023,"Y","other_health_insurance",6740
"Nursing_Home_Care","Projected",2024,"Y","other_health_insurance",6917
"Nursing_Home_Care","Projected",2025,"Y","other_health_insurance",7100
"Nursing_Home_Care","Projected",2026,"Y","other_health_insurance",7329
"Other_Health_Residential_and_Personal_Care","Historical",1960,"Y","other_health_insurance",34
"Other_Health_Residential_and_Personal_Care","Historical",1961,"Y","other_health_insurance",36
"Other_Health_Residential_and_Personal_Care","Historical",1962,"Y","other_health_insurance",37
"Other_Health_Residential_and_Personal_Care","Historical",1963,"Y","other_health_insurance",39
"Other_Health_Residential_and_Personal_Care","Historical",1964,"Y","other_health_insurance",42
"Other_Health_Residential_and_Personal_Care","Historical",1965,"Y","other_health_insurance",47
"Other_Health_Residential_and_Personal_Care","Historical",1966,"Y","other_health_insurance",50
"Other_Health_Residential_and_Personal_Care","Historical",1967,"Y","other_health_insurance",61
"Other_Health_Residential_and_Personal_Care","Historical",1968,"Y","other_health_insurance",73
"Other_Health_Residential_and_Personal_Care","Historical",1969,"Y","other_health_insurance",67
"Other_Health_Residential_and_Personal_Care","Historical",1970,"Y","other_health_insurance",38
"Other_Health_Residential_and_Personal_Care","Historical",1971,"Y","other_health_insurance",28
"Other_Health_Residential_and_Personal_Care","Historical",1972,"Y","other_health_insurance",34
"Other_Health_Residential_and_Personal_Care","Historical",1973,"Y","other_health_insurance",37
"Other_Health_Residential_and_Personal_Care","Historical",1974,"Y","other_health_insurance",44
"Other_Health_Residential_and_Personal_Care","Historical",1975,"Y","other_health_insurance",52
"Other_Health_Residential_and_Personal_Care","Historical",1976,"Y","other_health_insurance",65
"Other_Health_Residential_and_Personal_Care","Historical",1977,"Y","other_health_insurance",49
"Other_Health_Residential_and_Personal_Care","Historical",1978,"Y","other_health_insurance",67
"Other_Health_Residential_and_Personal_Care","Historical",1979,"Y","other_health_insurance",69
"Other_Health_Residential_and_Personal_Care","Historical",1980,"Y","other_health_insurance",82
"Other_Health_Residential_and_Personal_Care","Historical",1981,"Y","other_health_insurance",95
"Other_Health_Residential_and_Personal_Care","Historical",1982,"Y","other_health_insurance",135
"Other_Health_Residential_and_Personal_Care","Historical",1983,"Y","other_health_insurance",198
"Other_Health_Residential_and_Personal_Care","Historical",1984,"Y","other_health_insurance",154
"Other_Health_Residential_and_Personal_Care","Historical",1985,"Y","other_health_insurance",129
"Other_Health_Residential_and_Personal_Care","Historical",1986,"Y","other_health_insurance",137
"Other_Health_Residential_and_Personal_Care","Historical",1987,"Y","other_health_insurance",137
"Other_Health_Residential_and_Personal_Care","Historical",1988,"Y","other_health_insurance",136
"Other_Health_Residential_and_Personal_Care","Historical",1989,"Y","other_health_insurance",139
"Other_Health_Residential_and_Personal_Care","Historical",1990,"Y","other_health_insurance",155
"Other_Health_Residential_and_Personal_Care","Historical",1991,"Y","other_health_insurance",176
"Other_Health_Residential_and_Personal_Care","Historical",1992,"Y","other_health_insurance",171
"Other_Health_Residential_and_Personal_Care","Historical",1993,"Y","other_health_insurance",197
"Other_Health_Residential_and_Personal_Care","Historical",1994,"Y","other_health_insurance",193
"Other_Health_Residential_and_Personal_Care","Historical",1995,"Y","other_health_insurance",205
"Other_Health_Residential_and_Personal_Care","Historical",1996,"Y","other_health_insurance",243
"Other_Health_Residential_and_Personal_Care","Historical",1997,"Y","other_health_insurance",235
"Other_Health_Residential_and_Personal_Care","Historical",1998,"Y","other_health_insurance",308
"Other_Health_Residential_and_Personal_Care","Historical",1999,"Y","other_health_insurance",365
"Other_Health_Residential_and_Personal_Care","Historical",2000,"Y","other_health_insurance",482
"Other_Health_Residential_and_Personal_Care","Historical",2001,"Y","other_health_insurance",517
"Other_Health_Residential_and_Personal_Care","Historical",2002,"Y","other_health_insurance",593
"Other_Health_Residential_and_Personal_Care","Historical",2003,"Y","other_health_insurance",689
"Other_Health_Residential_and_Personal_Care","Historical",2004,"Y","other_health_insurance",898
"Other_Health_Residential_and_Personal_Care","Historical",2005,"Y","other_health_insurance",905
"Other_Health_Residential_and_Personal_Care","Historical",2006,"Y","other_health_insurance",1114
"Other_Health_Residential_and_Personal_Care","Historical",2007,"Y","other_health_insurance",1094
"Other_Health_Residential_and_Personal_Care","Historical",2008,"Y","other_health_insurance",1308
"Other_Health_Residential_and_Personal_Care","Historical",2009,"Y","other_health_insurance",1619
"Other_Health_Residential_and_Personal_Care","Historical",2010,"Y","other_health_insurance",1575
"Other_Health_Residential_and_Personal_Care","Historical",2011,"Y","other_health_insurance",1578
"Other_Health_Residential_and_Personal_Care","Historical",2012,"Y","other_health_insurance",1779
"Other_Health_Residential_and_Personal_Care","Historical",2013,"Y","other_health_insurance",1875
"Other_Health_Residential_and_Personal_Care","Historical",2014,"Y","other_health_insurance",1944
"Other_Health_Residential_and_Personal_Care","Historical",2015,"Y","other_health_insurance",2199
"Other_Health_Residential_and_Personal_Care","Historical",2016,"Y","other_health_insurance",2366
"Other_Health_Residential_and_Personal_Care","Projected",2017,"Y","other_health_insurance",2534
"Other_Health_Residential_and_Personal_Care","Projected",2018,"Y","other_health_insurance",2711
"Other_Health_Residential_and_Personal_Care","Projected",2019,"Y","other_health_insurance",2890
"Other_Health_Residential_and_Personal_Care","Projected",2020,"Y","other_health_insurance",3068
"Other_Health_Residential_and_Personal_Care","Projected",2021,"Y","other_health_insurance",3266
"Other_Health_Residential_and_Personal_Care","Projected",2022,"Y","other_health_insurance",3468
"Other_Health_Residential_and_Personal_Care","Projected",2023,"Y","other_health_insurance",3688
"Other_Health_Residential_and_Personal_Care","Projected",2024,"Y","other_health_insurance",3922
"Other_Health_Residential_and_Personal_Care","Projected",2025,"Y","other_health_insurance",4170
"Other_Health_Residential_and_Personal_Care","Projected",2026,"Y","other_health_insurance",4446
"Government_Administration","Historical",1960,"N","other_health_insurance",12
"Government_Administration","Historical",1961,"N","other_health_insurance",12
"Government_Administration","Historical",1962,"N","other_health_insurance",13
"Government_Administration","Historical",1963,"N","other_health_insurance",13
"Government_Administration","Historical",1964,"N","other_health_insurance",13
"Government_Administration","Historical",1965,"N","other_health_insurance",13
"Government_Administration","Historical",1966,"N","other_health_insurance",13
"Government_Administration","Historical",1967,"N","other_health_insurance",17
"Government_Administration","Historical",1968,"N","other_health_insurance",21
"Government_Administration","Historical",1969,"N","other_health_insurance",27
"Government_Administration","Historical",1970,"N","other_health_insurance",32
"Government_Administration","Historical",1971,"N","other_health_insurance",38
"Government_Administration","Historical",1972,"N","other_health_insurance",44
"Government_Administration","Historical",1973,"N","other_health_insurance",51
"Government_Administration","Historical",1974,"N","other_health_insurance",59
"Government_Administration","Historical",1975,"N","other_health_insurance",63
"Government_Administration","Historical",1976,"N","other_health_insurance",70
"Government_Administration","Historical",1977,"N","other_health_insurance",70
"Government_Administration","Historical",1978,"N","other_health_insurance",78
"Government_Administration","Historical",1979,"N","other_health_insurance",82
"Government_Administration","Historical",1980,"N","other_health_insurance",87
"Government_Administration","Historical",1981,"N","other_health_insurance",93
"Government_Administration","Historical",1982,"N","other_health_insurance",108
"Government_Administration","Historical",1983,"N","other_health_insurance",133
"Government_Administration","Historical",1984,"N","other_health_insurance",132
"Government_Administration","Historical",1985,"N","other_health_insurance",129
"Government_Administration","Historical",1986,"N","other_health_insurance",135
"Government_Administration","Historical",1987,"N","other_health_insurance",146
"Government_Administration","Historical",1988,"N","other_health_insurance",156
"Government_Administration","Historical",1989,"N","other_health_insurance",175
"Government_Administration","Historical",1990,"N","other_health_insurance",197
"Government_Administration","Historical",1991,"N","other_health_insurance",184
"Government_Administration","Historical",1992,"N","other_health_insurance",228
"Government_Administration","Historical",1993,"N","other_health_insurance",248
"Government_Administration","Historical",1994,"N","other_health_insurance",274
"Government_Administration","Historical",1995,"N","other_health_insurance",278
"Government_Administration","Historical",1996,"N","other_health_insurance",278
"Government_Administration","Historical",1997,"N","other_health_insurance",302
"Government_Administration","Historical",1998,"N","other_health_insurance",377
"Government_Administration","Historical",1999,"N","other_health_insurance",540
"Government_Administration","Historical",2000,"N","other_health_insurance",770
"Government_Administration","Historical",2001,"N","other_health_insurance",1010
"Government_Administration","Historical",2002,"N","other_health_insurance",1458
"Government_Administration","Historical",2003,"N","other_health_insurance",1876
"Government_Administration","Historical",2004,"N","other_health_insurance",2329
"Government_Administration","Historical",2005,"N","other_health_insurance",2816
"Government_Administration","Historical",2006,"N","other_health_insurance",3137
"Government_Administration","Historical",2007,"N","other_health_insurance",3403
"Government_Administration","Historical",2008,"N","other_health_insurance",3436
"Government_Administration","Historical",2009,"N","other_health_insurance",3731
"Government_Administration","Historical",2010,"N","other_health_insurance",4276
"Government_Administration","Historical",2011,"N","other_health_insurance",4460
"Government_Administration","Historical",2012,"N","other_health_insurance",4135
"Government_Administration","Historical",2013,"N","other_health_insurance",4018
"Government_Administration","Historical",2014,"N","other_health_insurance",4225
"Government_Administration","Historical",2015,"N","other_health_insurance",4583
"Government_Administration","Historical",2016,"N","other_health_insurance",4839
"Government_Administration","Projected",2017,"N","other_health_insurance",5043
"Government_Administration","Projected",2018,"N","other_health_insurance",5409
"Government_Administration","Projected",2019,"N","other_health_insurance",5854
"Government_Administration","Projected",2020,"N","other_health_insurance",6355
"Government_Administration","Projected",2021,"N","other_health_insurance",6905
"Government_Administration","Projected",2022,"N","other_health_insurance",7506
"Government_Administration","Projected",2023,"N","other_health_insurance",8159
"Government_Administration","Projected",2024,"N","other_health_insurance",8874
"Government_Administration","Projected",2025,"N","other_health_insurance",9656
"Government_Administration","Projected",2026,"N","other_health_insurance",10510
"Net_Cost_of_Health_Insurance","Historical",1960,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1961,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1962,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1963,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1964,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1965,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1966,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1967,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1968,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1969,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1970,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1971,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1972,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1973,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1974,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1975,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1976,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1977,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1978,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1979,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1980,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1981,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1982,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1983,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1984,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1985,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1986,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1987,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1988,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1989,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1990,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1991,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1992,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1993,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1994,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1995,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1996,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1997,"N","other_health_insurance",0
"Net_Cost_of_Health_Insurance","Historical",1998,"N","other_health_insurance",20
"Net_Cost_of_Health_Insurance","Historical",1999,"N","other_health_insurance",91
